"manuscript","signature","libraryName"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/canon._misc._53_(s.c._19529)/1r80v","Canon. misc. 53 (S.C. 19529)","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/canonic._misc._131/1r162v","Canonic. misc. 131","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/canonici_misc._280/2r67v","Canonici Misc. 280","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/digby_11_(s.c._1612)/59v65r","Digby 11 (S.C. 1612)","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/digby_196_(s.c._1797)/2r5v172r173r177v183r","Digby 196 (S.C. 1797)","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/laud_misc._173_(s.c._778)/109r134r","Laud misc. 173 (S.C. 778)","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/laud_misc._237_(s.c._1013)/229v244r","Laud misc. 237 (S.C. 1013)","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/laud_misc._315_(s.c._1055)/165v175r","Laud misc. 315 (S.C. 1055)","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/laud_misc._44_(s.c._545)/27v54v","Laud misc. 44 (S.C. 545)","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/laud._misc._746/1r101v","Laud. misc. 746","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/lawn,_medievale_and_renaissance_mss.,_18/9/unsolofogliomembranaceosninseritoallinternodiuncodicecollettaneo","Lawn, Medievale and Renaissance MSS., 18/9","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/new_college_262,_i_manoscritti,_17_/1ra56rb","New College 262, I manoscritti, 17 ","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/rawlinson_b._485_(s.c._11832)__/74v91r","Rawlinson B. 485 (S.C. 11832)  ","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/rawlinson_b._505_(s.c._11852)/101v116r","Rawlinson B. 505 (S.C. 11852)","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/selden_supra_34_(s.c._3422)/8r75v","Selden supra 34 (S.C. 3422)","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/tanner_15_(s.c._9835)/7685","Tanner 15 (S.C. 9835)","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/e_mus_3_(s.c._3496)/213a226b","e Mus 3 (S.C. 3496)","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/ms._672/1r198r","ms. 672","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/_cotton_faustina_a_vii/157r163v"," Cotton Faustina A VII","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/_cotton_tiberius_e._i/129r133v"," Cotton Tiberius E. I","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/add_ms_15219/12v19v","Add MS 15219","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/add._15106/2r27r","Add. 15106","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/add._15760/366","Add. 15760","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/add._17375/21r97r","Add. 17375","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/add._19513/85r123v","Add. 19513","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/add._19952/2r84v","Add. 19952","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/add._21956/1r120r","Add. 21956","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/add._22635/43r44r","Add. 22635","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/add._36736/168v240v","Add. 36736","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/add._38112/121v123v","Add. 38112","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/add._6047/258r269v","Add. 6047","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/arundel_13/1r38r","Arundel 13","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/arundel_291/68r74r","Arundel 291","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/arundel_93/129r159v","Arundel 93","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/canon._misc._487/1132","Canon. Misc. 487","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/cotton_domitianus_a._xiii/114r129v","Cotton Domitianus A. XIII","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/cotton_faustina_b_i/196r203v","Cotton Faustina B I","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/cotton_ms_cleopatra_b_i/2r23r","Cotton MS Cleopatra B I","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/cotton_otho_d._ix/40r44v","Cotton Otho D. IX","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/cotton_tiberius_d._iii/107r118r","Cotton Tiberius D. III","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/cotton_titus_b_viii/245r248v","Cotton Titus B VIII","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/cotton_vespasian_a_xiii/1r41v","Cotton Vespasian A XIII","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/cotton_vespasian_a._xiv_i/104v105v","Cotton Vespasian A. XIV I","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/cotton_vespasian_b._x_i/11v21r","Cotton Vespasian B. X I","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/cotton_vespasian_e._iv/2r99r","Cotton Vespasian E. IV","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/cotton_vespasianus_e_vi/18r22r","Cotton Vespasianus E VI","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/egerton_818/1r51v","Egerton 818","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/harley_108/45r62r","Harley 108","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/harley_3092/2r28r","Harley 3092","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/harley_3290/2r164r","Harley 3290","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/harley_3686/1r97v","Harley 3686","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/harley_3776/67r75v","Harley 3776","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/harley_3958/103v121v","Harley 3958","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/harley_4913/1r66v","Harley 4913","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/harley_5115/2r47v","Harley 5115","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/harley_5373/53v59v","Harley 5373","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/harley_5915/18r18v","Harley 5915","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/harley_6855/52r113r","Harley 6855","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/harley_7182/1r105v","Harley 7182","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/harley_7195/1r103r","Harley 7195","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/harley_ms_5387/1r84r","Harley MS 5387","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/ms_22765/1r161r","MS 22765","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/royal_12.g.xiv/1282","Royal 12.G.XIV","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/royal_13.a.xiv/198r213r","Royal 13.A.XIV","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/royal_13.e.ix/5r22r25v26v28r40r72r77v","Royal 13.E.IX","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/royal_14.c.xiii/225r236r","Royal 14.C.XIII","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/royal_14.c.xiii/236r269r","Royal 14.C.XIII","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/royal_8.b.xiv/74117","Royal 8.B.XIV","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/royal_8.e.xvii/128v138v","Royal 8.E.XVII","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/sloane_3843/369","Sloane 3843","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/britishlibrary/sloane_manuscripts,_2456/2r150v","Sloane Manuscripts, 2456","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/bern/burgerbibliothek/111/1r12v","111","Burgerbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/bern/burgerbibliothek/576/350v","576","Burgerbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/newyorkcity/butlerlibrary/george_a._plimpton_128/1frammento","George A. Plimpton 128","Butler Library"
"https://imagoarchive.it/ontology/resources/manuscript/ravenna/casacavalli//1r174r","","Casa Cavalli"
"https://imagoarchive.it/ontology/resources/manuscript/worcester/cathedralandchapterlibrary/f._21/2r137v","F. 21","Cathedral and Chapter Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/collegeofarms/arundel_ms_xi/1r15v","Arundel MS XI","College of Arms"
"https://imagoarchive.it/ontology/resources/manuscript/ithacany/cornelluniversitylibrary/b_6000/1r218v","B 6000","Cornell University Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/corpuschristicollegelibrary/_ms._426_(n._30)/ii133r138r"," Ms. 426 (N. 30)","Corpus Christi College Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/corpuschristicollegelibrary/157/72r77r","157","Corpus Christi College Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/corpuschristicollegelibrary/210/279295","210","Corpus Christi College Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/corpuschristicollegelibrary/414/3248","414","Corpus Christi College Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/corpuschristicollegelibrary/493/1r2r","493","Corpus Christi College Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/corpuschristicollegelibrary/ms_275/46r58v","MS 275","Corpus Christi College Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/corpuschristicollegelibrary/ms._011/1r222v","Ms. 011","Corpus Christi College Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/corpuschristicollegelibrary/ms._181_(e._8)/279320","Ms. 181 (E. 8)","Corpus Christi College Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/corpuschristicollegelibrary/ms._181_(e._8)/321398","Ms. 181 (E. 8)","Corpus Christi College Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/corpuschristicollegelibrary/ms._315/135r140v","Ms. 315","Corpus Christi College Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/corpuschristicollegelibrary/ms._370_(9.6)/85v95v","Ms. 370 (9.6)","Corpus Christi College Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/corpuschristicollegelibrary/ms._407_(g._6)/37r67r","Ms. 407 (G. 6)","Corpus Christi College Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/corpuschristicollegelibrary/ms._66-a/67r110r","Ms. 66-A","Corpus Christi College Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/corpuschristicollegelibrary/ms_393_/72v83r","ms 393 ","Corpus Christi College Library"
"https://imagoarchive.it/ontology/resources/manuscript/wien/dominikanerkonvent/141/111/149r255v","141/111","Dominikanerkonvent"
"https://imagoarchive.it/ontology/resources/manuscript/dubrovnik/dominikanskisamostan/36_iii_15/1r75v","36 III 15","Dominikanski Samostan "
"https://imagoarchive.it/ontology/resources/manuscript/gyr/egyhzmegyeikincstrsknyvtr/i_1/1r102r","I 1","Egyházmegyei Kincstár és Könyvtár"
"https://imagoarchive.it/ontology/resources/manuscript/kln/erzbischflichedizesanunddombibliothek/1110/68v79v","1110","Erzbischöfliche Diözesan- und Dombibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/eton/etoncollegelibrary/140/1v138r","140","Eton College Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/fitzwilliammuseum/res._5.l.19/14","Res. 5.L.19","Fitzwilliam Museum"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/gonvilleandcaiuscollegelibrary/225/240/171r172r","225/240","Gonville and Caius College Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/gonvilleandcaiuscollegelibrary/ms_162/183/26r86v","Ms 162/183","Gonville and Caius College Library"
"https://imagoarchive.it/ontology/resources/manuscript/hannover/gottfriedwilhelmleibnizbibliothek/vi_623/211","VI 623","Gottfried Wilhelm Leibniz Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/hannover/gottfriedwilhelmleibnizbibliothek/vi_623/47r73v","VI 623","Gottfried Wilhelm Leibniz Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/hannover/gottfriedwilhelmleibnizbibliothek/vi_624/251","VI 624","Gottfried Wilhelm Leibniz Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/hannover/gottfriedwilhelmleibnizbibliothek/vi._624/212","VI. 624","Gottfried Wilhelm Leibniz Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/lige/grandsminaire/6_f_14/125r142r","6 F 14","Grand Séminaire"
"https://imagoarchive.it/ontology/resources/manuscript/pommersfelden/grflichschnbornschebibliothek/51_(2907)/14v58v","51 (2907)","Gräflich Schönbornsche Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/cambridgema/harvarduniversitylibrary/houghton_library,_typ_5/1r232r","Houghton Library, Typ 5","Harvard University Library"
"https://imagoarchive.it/ontology/resources/manuscript/wolfenbttel/herzogaugustbibliothek/481/1r88r","481","Herzog August Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wolfenbttel/herzogaugustbibliothek/gud._lat._3/30v74r","Gud. Lat. 3","Herzog August Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wolfenbttel/herzogaugustbibliothek/gud._lat._47_(4352)/1r35r","Gud. lat. 47 (4352)","Herzog August Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wolfenbttel/herzogaugustbibliothek/helmst._354_(389)/4r110v","Helmst. 354 (389)","Herzog August Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wolfenbttel/herzogaugustbibliothek/helmst._445_(480)/284r295v","Helmst. 445 (480)","Herzog August Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wolfenbttel/herzogaugustbibliothek/weiss._40_(4124)/1r57v","Weiss. 40 (4124)","Herzog August Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wolfenbttel/herzogaugustbibliothek/weiss._40_(4124)/95r110r","Weiss. 40 (4124)","Herzog August Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wolfenbttel/herzogaugustbibliothek/weiss._41_(4125)/236v253r","Weiss. 41 (4125)","Herzog August Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/holkham/holkhamhall/475/363","475","Holkham Hall"
"https://imagoarchive.it/ontology/resources/manuscript/brugesbrugge/hoofdbibliotheekbiekorf/ms._077/100v105r","Ms. 077","Hoofdbibliotheek Biekorf"
"https://imagoarchive.it/ontology/resources/manuscript/legnano/istitutobarbaramelzi/2_(d_vi_e_avi_48)/163167","2 (D VI e AVI 48)","Istituto Barbara Melzi"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/jesuscollegelibrary/68/40v45r","68","Jesus College Library"
"https://imagoarchive.it/ontology/resources/manuscript/providenceri/johncarterbrownlibrary/34/114","34","John Carter Brown Library"
"https://imagoarchive.it/ontology/resources/manuscript/westport/josephkusailascollection//312316v","","Joseph Kusaila's Collection"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/kbrbibliothqueroyaledebelgique/_4241_(3569)/243r264v"," 4241 (3569)","KBR (Bibliothèque Royale de Belgique)"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/kbrbibliothqueroyaledebelgique/1160-63_(3142)/2r29r","1160-63 (3142)","KBR (Bibliothèque Royale de Belgique)"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/kbrbibliothqueroyaledebelgique/14887/1r104r","14887","KBR (Bibliothèque Royale de Belgique)"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/kbrbibliothqueroyaledebelgique/3240_(18412)/2r18r","3240 (18412)","KBR (Bibliothèque Royale de Belgique)"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/kbrbibliothqueroyaledebelgique/359-361/182r245v","359-361","KBR (Bibliothèque Royale de Belgique)"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/kbrbibliothqueroyaledebelgique/3897-919_(3095)/2r171v","3897-919 (3095)","KBR (Bibliothèque Royale de Belgique)"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/kbrbibliothqueroyaledebelgique/3941-42_(3047)/17r179r","3941-42 (3047)","KBR (Bibliothèque Royale de Belgique)"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/kbrbibliothqueroyaledebelgique/4562_(1136)/1r137r","4562 (1136)","KBR (Bibliothèque Royale de Belgique)"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/kbrbibliothqueroyaledebelgique/7435_(8779)/1r28r","7435 (8779)","KBR (Bibliothèque Royale de Belgique)"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/kbrbibliothqueroyaledebelgique/7672-74_(3179)/69v77v","7672-74 (3179)","KBR (Bibliothèque Royale de Belgique)"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/kbrbibliothqueroyaledebelgique/8629-39_(3209)/154r173v","8629-39 (3209)","KBR (Bibliothèque Royale de Belgique)"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/kbrbibliothqueroyaledebelgique/8654-72_(1324)/117r119r","8654-72 (1324)","KBR (Bibliothèque Royale de Belgique)"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/kbrbibliothqueroyaledebelgique/9920-31_(3230)/153r166r","9920-31 (3230)","KBR (Bibliothèque Royale de Belgique)"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/kbrbibliothqueroyaledebelgique/ii_1008/71r79r","II 1008","KBR (Bibliothèque Royale de Belgique)"
"https://imagoarchive.it/ontology/resources/manuscript/olomouc/kapitulnknihovna/co_412/59r64v","CO 412","Kapitulní Knihovna"
"https://imagoarchive.it/ontology/resources/manuscript/olomouc/kapitulnknihovna/co_441/65r75r","CO 441","Kapitulní Knihovna"
"https://imagoarchive.it/ontology/resources/manuscript/zagreb/knjinicahrvatskeakademijeznanostiiumjetnosti/i_d_2/635","I d 2","Knjižnica Hrvatske akademije znanosti i umjetnosti"
"https://imagoarchive.it/ontology/resources/manuscript/zagreb/knjinicahrvatskeakademijeznanostiiumjetnosti/ii_b_152/639","II b 152","Knjižnica Hrvatske akademije znanosti i umjetnosti"
"https://imagoarchive.it/ontology/resources/manuscript/zagreb/knjinicahrvatskeakademijeznanostiiumjetnosti/ii_d_39/638","II d 39","Knjižnica Hrvatske akademije znanosti i umjetnosti"
"https://imagoarchive.it/ontology/resources/manuscript/kbenhavn/kongeligebibliotek/gl._kgl._s._2092/61r118r","Gl. Kgl. S. 2092","Kongelige Bibliotek"
"https://imagoarchive.it/ontology/resources/manuscript/sgravenhage/koninklijkebibliotheek/75.j.53_(z_183)/1r14r","75.J.53 (Z 183)","Koninklijke Bibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/sgravenhage/koninklijkebibliotheek/acc._2011/5/211r290r","Acc. 2011/5","Koninklijke Bibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/sgravenhage/koninklijkebibliotheek/nks_2916_4°/27r46r","NKS 2916 4°","Koninklijke Bibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/southportconnecticut/laurencewittenrarebooks//414","","Laurence Witten Rare Books"
"https://imagoarchive.it/ontology/resources/manuscript/cambrai/lelabocambrai/360/153v156r","360","Le Labo - Cambrai"
"https://imagoarchive.it/ontology/resources/manuscript/cambrai/lelabocambrai/830_(735)/59r75r","830 (735)","Le Labo - Cambrai"
"https://imagoarchive.it/ontology/resources/manuscript/cambrai/lelabocambrai/839_(744)/49r88v","839 (744)","Le Labo - Cambrai"
"https://imagoarchive.it/ontology/resources/manuscript/cambrai/lelabocambrai/926_(825)/1r164r","926 (825)","Le Labo - Cambrai"
"https://imagoarchive.it/ontology/resources/manuscript/gttweig/libraryofgttweigabbey/391_(432)/410","391 (432)","Library of Göttweig Abbey"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/lincolncollegelibrary/_lat._96/124r127v"," lat. 96","Lincoln College Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/lincolncollegelibrary/lat._27/187v206r","lat. 27","Lincoln College Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/magdalencollegelibrary/f._4.23/117v195r207r208r","F. 4.23","Magdalen College Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/magdalencollegelibrary/f.4.14_(14)/116v128r","F.4.14 (14)","Magdalen College Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/magdalencollegelibrary/lat._37/61r280v","lat. 37","Magdalen College Library"
"https://imagoarchive.it/ontology/resources/manuscript/dublin/marshslibrary/z.3.1.5/56v64v","Z.3.1.5","Marsh's Library"
"https://imagoarchive.it/ontology/resources/manuscript/mainz/martinusbibliothek/d/378/1","D/378","Martinus-Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/mertoncollegelibrary/312/1r56v","312","Merton College Library"
"https://imagoarchive.it/ontology/resources/manuscript/york/minsterlibrary/xvi.g.23/121r122v","XVI.G.23","Minster Library"
"https://imagoarchive.it/ontology/resources/manuscript/chantilly/museocond/698/404","698","Museo Condé"
"https://imagoarchive.it/ontology/resources/manuscript/vercelli/museoleone/38_h_/4v39v","38 H ","Museo Leone"
"https://imagoarchive.it/ontology/resources/manuscript/anversantwerpen/museumplantinmoretusbibliotheek/m_49/2r42v","M 49","Museum Plantin-Moretus - Bibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/namur/musedesartsanciens/fonds_de_la_ville_31/59r73v","Fonds de la ville 31","Musée des Arts Anciens "
"https://imagoarchive.it/ontology/resources/manuscript/namur/musedesartsanciens/fonds_de_la_ville_50_i/164v179r","Fonds de la ville 50 I","Musée des Arts Anciens "
"https://imagoarchive.it/ontology/resources/manuscript/troyes/mdiathquejacqueschirac/294bis/157v163r","294bis","Médiathèque Jacques-Chirac"
"https://imagoarchive.it/ontology/resources/manuscript/troyes/mdiathquejacqueschirac/fonds_ancien_1712/109r134v","Fonds ancien 1712","Médiathèque Jacques-Chirac"
"https://imagoarchive.it/ontology/resources/manuscript/troyes/mdiathquejacqueschirac/fonds_ancien_1876/58r77v","Fonds ancien 1876","Médiathèque Jacques-Chirac"
"https://imagoarchive.it/ontology/resources/manuscript/toulouse/mdiathquejoscabanis/448_(ii,_77)/1r200r","448 (II, 77)","Médiathèque José-Cabanis"
"https://imagoarchive.it/ontology/resources/manuscript/chartres/mdiathquelapostrophe/1036_(hist._loc._51)/142v157v","1036 (Hist. loc. 51)","Médiathèque L'Apostrophe"
"https://imagoarchive.it/ontology/resources/manuscript/lille/mdiathquemunicipalejeanlvy/216_(450)/51v53r","216 (450)","Médiathèque Municipale Jean Lévy"
"https://imagoarchive.it/ontology/resources/manuscript/lille/mdiathquemunicipalejeanlvy/418_(624)/236r248r","418 (624)","Médiathèque Municipale Jean Lévy"
"https://imagoarchive.it/ontology/resources/manuscript/angers/mdiathquetoussaint/31_(27)/1481","31 (27)","Médiathèque Toussaint"
"https://imagoarchive.it/ontology/resources/manuscript/metz/mdiathqueverlaine/349/97v108v","349","Médiathèque Verlaine"
"https://imagoarchive.it/ontology/resources/manuscript/metz/mdiathqueverlaine/612/45r","612","Médiathèque Verlaine"
"https://imagoarchive.it/ontology/resources/manuscript/metz/mdiathqueverlaine/651/110r117v","651","Médiathèque Verlaine"
"https://imagoarchive.it/ontology/resources/manuscript/charlevillemzires/mdiathquevoyelles/190/136v143v","190","Médiathèque Voyelles "
"https://imagoarchive.it/ontology/resources/manuscript/charlevillemzires/mdiathquevoyelles/275/226v228v","275","Médiathèque Voyelles "
"https://imagoarchive.it/ontology/resources/manuscript/pernay/mdiathquedpernay/19/77r82v","19","Médiathèque d'Épernay"
"https://imagoarchive.it/ontology/resources/manuscript/arras/mdiathquedelabbayesaintvaast/832_(506)/1117","832 (506)","Médiathèque de l'Abbaye Saint-Vaast"
"https://imagoarchive.it/ontology/resources/manuscript/alenon/mdiathquedelacommunauturbaine/14/1r11v","14","Médiathèque de la Communauté Urbaine"
"https://imagoarchive.it/ontology/resources/manuscript/ljubljana/nacionalnaisveuilinaknjinicauzagrebu/3335_/640","3335 ","Nacionalna i sveučilišna knjižnica u Zagrebu"
"https://imagoarchive.it/ontology/resources/manuscript/aberystwyth/nationallibraryofwales/5009c/97r151v","5009C","National Library of Wales"
"https://imagoarchive.it/ontology/resources/manuscript/greenwich/nationalmaritimemuseum/p_13/361","P 13","National Maritime Museum"
"https://imagoarchive.it/ontology/resources/manuscript/greenwich/nationalmaritimemuseum/p_20/362","P 20","National Maritime Museum"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/newcollegelibrary/159/1r302v","159","New College Library"
"https://imagoarchive.it/ontology/resources/manuscript/hannover/niederschsischelandesarchiv/xxxvii_1806/10v18r","XXXVII 1806","Niedersächsische Landesarchiv "
"https://imagoarchive.it/ontology/resources/manuscript/gttingen/niederschsischestaatsunduniversittsbibliothek/hist._61/367r486r","Hist. 61","Niedersächsische Staats- und Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/gttingen/niederschsischestaatsunduniversittsbibliothek/philos._62c./81r96r","Philos. 62c.","Niedersächsische Staats- und Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/praha/nrodnknihovnaceskrepubliky/xix.b.26/126v138v","XIX.B.26","Národní Knihovna Ceské Republiky"
"https://imagoarchive.it/ontology/resources/manuscript/schlgl/prmonstratenserstiftsbibliothek/117_cpl_76/180r229v","117 cpl 76","Prämonstratenser-Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/newyorkcity/publiclibrary/lenox_collection,_ms._ebnerianus_lat._/1r95v","Lenox Collection, ms. Ebnerianus lat. ","Public Library"
"https://imagoarchive.it/ontology/resources/manuscript/madrid/realbibliotecabibliotecadepalacio/códices_10_(f._181;_7)/1r6v","Códices 10 (F. 181; 7)","Real Biblioteca (Biblioteca de Palacio)"
