"manuscript","signature","libraryName"
"https://imagoarchive.it/ontology/resources/manuscript/venezia/bibliotecadelmuseocorrer/fondo_donà_dalle_rose,_ms._14/387","Fondo Donà dalle Rose, ms. 14","Biblioteca del Museo Correr"
"https://imagoarchive.it/ontology/resources/manuscript/fiecht/bibliotecadellabbaziabenedettinadisgeorgenbergfiecht/183/1r69r","183","Biblioteca dell'Abbazia benedettina di S. Georgenberg-Fiecht"
"https://imagoarchive.it/ontology/resources/manuscript/roma/bibliotecadellaccademianazionaledeilinceiecorsiniana/35_e29/1r59v","35 E29","Biblioteca dell'Accademia Nazionale dei Lincei e Corsiniana"
"https://imagoarchive.it/ontology/resources/manuscript/catania/bibliotecheriunitecivicaeantonioursinorecupero/_b_20/2r28r"," B 20","Biblioteche Riunite Civica e Antonio Ursino Recupero"
"https://imagoarchive.it/ontology/resources/manuscript/catania/bibliotecheriunitecivicaeantonioursinorecupero/b_20/2r27r","B 20","Biblioteche Riunite Civica e Antonio Ursino Recupero"
"https://imagoarchive.it/ontology/resources/manuscript/catania/bibliotecheriunitecivicaeantonioursinorecupero/b_65/1r43v","B 65","Biblioteche Riunite Civica e Antonio Ursino Recupero"
"https://imagoarchive.it/ontology/resources/manuscript/gdansk/bibliotekagdanskapolskiejakademiinauk/mar._f._272_(deperditus)/237v248v","Mar. F. 272 (deperditus)","Biblioteka Gdanska Polskiej Akademii Nauk  "
"https://imagoarchive.it/ontology/resources/manuscript/krakw/bibliotekajagielloska/431/61v116r","431","Biblioteka Jagiellońska"
"https://imagoarchive.it/ontology/resources/manuscript/krnik/bibliotekakrnickapolskiejakademiinauk/1r-43v/676","1r-43v","Biblioteka Kórnicka Polskiej Akademii Nauk"
"https://imagoarchive.it/ontology/resources/manuscript/warsaw/bibliotekanarodowa/8052/209r221v","8052","Biblioteka Narodowa"
"https://imagoarchive.it/ontology/resources/manuscript/warsaw/bibliotekanarodowa/boz_2/1_(mf._443)/1r72v","BOZ 2/1 (mf. 443)","Biblioteka Narodowa"
"https://imagoarchive.it/ontology/resources/manuscript/warsaw/bibliotekanarodowa/boz_2/ii_(mf._446)/iv62","BOZ 2/II (mf. 446)","Biblioteka Narodowa"
"https://imagoarchive.it/ontology/resources/manuscript/dubrovnik/bibliotekasamostanamalebrace/87/1r87v","87","Biblioteka Samostana Male Brace "
"https://imagoarchive.it/ontology/resources/manuscript/wrocaw/bibliotekauniwersytecka/262/58v63v","262","Biblioteka Uniwersytecka"
"https://imagoarchive.it/ontology/resources/manuscript/wrocaw/bibliotekauniwersytecka/i_f_4/298v303r","I F 4","Biblioteka Uniwersytecka"
"https://imagoarchive.it/ontology/resources/manuscript/wrocaw/bibliotekauniwersytecka/i.q.37_(850)/378r401v","I.Q.37 (850)","Biblioteka Uniwersytecka"
"https://imagoarchive.it/ontology/resources/manuscript/wrocaw/bibliotekauniwersytecka/iv_f._103/1r67r","IV F. 103","Biblioteka Uniwersytecka"
"https://imagoarchive.it/ontology/resources/manuscript/wrocaw/bibliotekauniwersytecka/iv.f.33/41r61v","IV.F.33","Biblioteka Uniwersytecka"
"https://imagoarchive.it/ontology/resources/manuscript/wrocaw/bibliotekazakladunarodowegoimossolinskichossolineum/rkp__2044/ii/1r21v","RKP  2044/II","Biblioteka Zakladu Narodowego im. Ossolinskich (Ossolineum)"
"https://imagoarchive.it/ontology/resources/manuscript/utrecht/bibliotheekderrijksuniversiteit/737_(5.b.2)/160175r","737 (5.B.2)","Bibliotheek der Rijksuniversiteit"
"https://imagoarchive.it/ontology/resources/manuscript/utrecht/bibliotheekderrijksuniversiteit/737_(5.b.2)__/2r24r","737 (5.B.2)  ","Bibliotheek der Rijksuniversiteit"
"https://imagoarchive.it/ontology/resources/manuscript/klosterneuburg/bibliothekdesaugustinerchorherrenstiftes/209/128v132v","209","Bibliothek des Augustiner Chorherrenstiftes"
"https://imagoarchive.it/ontology/resources/manuscript/klosterneuburg/bibliothekdesaugustinerchorherrenstiftes/709/327r346v","709","Bibliothek des Augustiner Chorherrenstiftes"
"https://imagoarchive.it/ontology/resources/manuscript/klosterneuburg/bibliothekdesaugustinerchorherrenstiftes/787/170r180v","787","Bibliothek des Augustiner Chorherrenstiftes"
"https://imagoarchive.it/ontology/resources/manuscript/magdeburg/bibliothekdesdomgymnasium/129_(deperditus)/534","129 (deperditus)","Bibliothek des Domgymnasium"
"https://imagoarchive.it/ontology/resources/manuscript/romont/bibliothekdeskapuzinerklosters/cod._gundelfingen/11r12v","Cod. Gundelfingen","Bibliothek des Kapuzinerklosters"
"https://imagoarchive.it/ontology/resources/manuscript/romont/bibliothekdeskapuzinerklosters/cod._gundelfingen/1r7r","Cod. Gundelfingen","Bibliothek des Kapuzinerklosters"
"https://imagoarchive.it/ontology/resources/manuscript/bernkastelkues/bibliothekdesstnikolaushospitals/157/1r56v","157","Bibliothek des St. Nikolaus-Hospitals"
"https://imagoarchive.it/ontology/resources/manuscript/bernkastelkues/bibliothekdesstnikolaushospitals/157/58r142r","157","Bibliothek des St. Nikolaus-Hospitals"
"https://imagoarchive.it/ontology/resources/manuscript/zwettl/bibliothekdeszisterzienserstifts/15/123v130v","15","Bibliothek des Zisterzienserstifts"
"https://imagoarchive.it/ontology/resources/manuscript/zwettl/bibliothekdeszisterzienserstifts/262/86r103v","262","Bibliothek des Zisterzienserstifts"
"https://imagoarchive.it/ontology/resources/manuscript/fribourgfreiburgimechtland/bibliothquecantonaleetuniversitaire/l_293/113r121r","L 293","Bibliothèque Cantonale et Universitaire"
"https://imagoarchive.it/ontology/resources/manuscript/fribourgfreiburgimechtland/bibliothquecantonaleetuniversitaire/l_3/68r79v","L 3","Bibliothèque Cantonale et Universitaire"
"https://imagoarchive.it/ontology/resources/manuscript/amiens/bibliothquecentralelouisaragon/84_(deperditus)/13r17r","84 (deperditus)","Bibliothèque Centrale Louis Aragon"
"https://imagoarchive.it/ontology/resources/manuscript/carpentras/bibliothqueinguimbertine/1791/3r5v","1791","Bibliothèque Inguimbertine"
"https://imagoarchive.it/ontology/resources/manuscript/montpellier/bibliothqueinteruniversitairesectiondemdecine/section_de_médecine_h_142/174r181v","Section de Médecine H 142"," Section de Médecine"
"https://imagoarchive.it/ontology/resources/manuscript/montpellier/bibliothqueinteruniversitairesectiondemdecine/section_de_médecine_h_39/1r15v","Section de Médecine H 39"," Section de Médecine"
"https://imagoarchive.it/ontology/resources/manuscript/rouen/bibliothquejacquesvillon/1334_(u_96)/2r167v","1334 (U 96)","Bibliothèque Jacques Villon"
"https://imagoarchive.it/ontology/resources/manuscript/rouen/bibliothquejacquesvillon/u._102_(1393)/178rv195r","U. 102 (1393)","Bibliothèque Jacques Villon"
"https://imagoarchive.it/ontology/resources/manuscript/douai/bibliothquemarcelinedesbordesvalmore/836/32r41r","836","Bibliothèque Marceline-Desbordes-Valmore"
"https://imagoarchive.it/ontology/resources/manuscript/douai/bibliothquemarcelinedesbordesvalmore/864/180v201r","864","Bibliothèque Marceline-Desbordes-Valmore"
"https://imagoarchive.it/ontology/resources/manuscript/douai/bibliothquemarcelinedesbordesvalmore/882/35v48r","882","Bibliothèque Marceline-Desbordes-Valmore"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquemazarine/1526/75ra147rb","1526","Bibliothèque Mazarine"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquemazarine/1527/1r232v","1527","Bibliothèque Mazarine"
"https://imagoarchive.it/ontology/resources/manuscript/pinal/bibliothquemultimdiaintercommunaleepinalgoldbey/147_(67)/82v95v","147 (67)","Bibliothèque Multimédia Intercommunale Epinal-Goldbey "
"https://imagoarchive.it/ontology/resources/manuscript/nancy/bibliothquemunicipale/441_(354)/1r161v","441 (354)","Bibliothèque Municipale"
"https://imagoarchive.it/ontology/resources/manuscript/dijon/bibliothquemunicipale/561_(322)/162170v","561 (322)","Bibliothèque Municipale"
"https://imagoarchive.it/ontology/resources/manuscript/besanon/bibliothquemunicipale/671/120v126r","671","Bibliothèque Municipale"
"https://imagoarchive.it/ontology/resources/manuscript/bourges/bibliothquemunicipale/162_(145)/85v98v","162 (145)","Bibliothèque Municipale "
"https://imagoarchive.it/ontology/resources/manuscript/luxembourg/bibliothquenationale/110/175r187r","110","Bibliothèque Nationale"
"https://imagoarchive.it/ontology/resources/manuscript/luxembourg/bibliothquenationale/56/119129r","56","Bibliothèque Nationale"
"https://imagoarchive.it/ontology/resources/manuscript/saintomer/bibliothquedagglomrationdupaysdesaintomer/71/101v113v","71","Bibliothèque d'Agglomération du Pays de Saint-Omer"
"https://imagoarchive.it/ontology/resources/manuscript/reims/bibliothquedetudeetdupatrimoine/118_(e_243)/79r81v","118 (E 243)","Bibliothèque d'Etude et du Patrimoine"
"https://imagoarchive.it/ontology/resources/manuscript/reims/bibliothquedetudeetdupatrimoine/1320_(k._754)/1r239r","1320 (K. 754)","Bibliothèque d'Etude et du Patrimoine"
"https://imagoarchive.it/ontology/resources/manuscript/reims/bibliothquedetudeetdupatrimoine/1321_(k_755)/11v","1321 (K 755)","Bibliothèque d'Etude et du Patrimoine"
"https://imagoarchive.it/ontology/resources/manuscript/reims/bibliothquedetudeetdupatrimoine/1393_(k._798)/140v157v","1393 (K. 798)","Bibliothèque d'Etude et du Patrimoine"
"https://imagoarchive.it/ontology/resources/manuscript/reims/bibliothquedetudeetdupatrimoine/1414/54r64r","1414","Bibliothèque d'Etude et du Patrimoine"
"https://imagoarchive.it/ontology/resources/manuscript/reims/bibliothquedetudeetdupatrimoine/20-21/257v274v","20-21","Bibliothèque d'Etude et du Patrimoine"
"https://imagoarchive.it/ontology/resources/manuscript/reims/bibliothquedetudeetdupatrimoine/34-36_(t._iii)/221r226v","34-36 (t. III)","Bibliothèque d'Etude et du Patrimoine"
"https://imagoarchive.it/ontology/resources/manuscript/reims/bibliothquedetudeetdupatrimoine/419_(e._314)/51r61v","419 (E. 314)","Bibliothèque d'Etude et du Patrimoine"
"https://imagoarchive.it/ontology/resources/manuscript/reims/bibliothquedetudeetdupatrimoine/441_(e._351)/6r208r","441 (E. 351)","Bibliothèque d'Etude et du Patrimoine"
"https://imagoarchive.it/ontology/resources/manuscript/reims/bibliothquedetudeetdupatrimoine/442_(e._350)/1338","442 (E. 350)","Bibliothèque d'Etude et du Patrimoine"
"https://imagoarchive.it/ontology/resources/manuscript/reims/bibliothquedetudeetdupatrimoine/sess._114_(1412)/67r98v","Sess. 114 (1412)","Bibliothèque d'Etude et du Patrimoine"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquedelarsenal/1100/33v47v","1100","Bibliothèque de l'Arsenal"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquedelarsenal/8536/1r54v","8536","Bibliothèque de l'Arsenal"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquedelarsenal/981_(1_h._l)/1r120r","981 (1 H. L)","Bibliothèque de l'Arsenal"
"https://imagoarchive.it/ontology/resources/manuscript/lige/bibliothquedeluniversit/45/175r178v","45","Bibliothèque de l'Université"
"https://imagoarchive.it/ontology/resources/manuscript/colmar/bibliothquedesdominicains/35_(228)/12r29r","35 (228)","Bibliothèque des Dominicains "
"https://imagoarchive.it/ontology/resources/manuscript/namur/bibliothquedusminairenotredamedenamur/37/118r126r","37","Bibliothèque du Séminaire Notre-Dame de Namur"
"https://imagoarchive.it/ontology/resources/manuscript/soissons/bibliothquemunicipale/127/62r69v","127","Bibliothèque municipale"
"https://imagoarchive.it/ontology/resources/manuscript/laon/bibliothquemunicipale/216/66v73v","216","Bibliothèque municipale"
"https://imagoarchive.it/ontology/resources/manuscript/valenciennes/bibliothquemunicipale/344_(331)/74v87r","344 (331)","Bibliothèque municipale"
"https://imagoarchive.it/ontology/resources/manuscript/laon/bibliothquemunicipale/345/50r65v","345","Bibliothèque municipale"
"https://imagoarchive.it/ontology/resources/manuscript/valenciennes/bibliothquemunicipale/52/171r176r","52","Bibliothèque municipale"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/_lat._11138/104v116r"," lat. 11138","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/_lat._11684/218r221v"," lat. 11684","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/2477/67v82r","2477","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/6244a/2r122r","6244A","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/bibliothèque_de_l'arsenal_943_(55_h.l.)/1r18r","Bibliothèque de l'Arsenal 943 (55 H.L.)","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/cartes_et_plans,_rés._ge._ff_9351/379","Cartes et Plans, Rés. Ge. FF 9351","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/dupuy_686/1r37v","Dupuy 686","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/dupuy_686/38r60r","Dupuy 686","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._5879/7r10r","Lat. 5879","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/nal_758/208r242v","NAL 758","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/nouv._acq._lat_133/3r106r","Nouv. Acq. lat 133","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/nouv._acq._lat._345/1r108r","Nouv. Acq. lat. 345","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/nouv._acq._lat._905/1r346r","Nouv. Acq. lat. 905","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/parisinus_lat._6746/1r124v","Parisinus lat. 6746","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/fr._10130/19v30v","fr. 10130","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat_8946/2ra37vb","lat 8946","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat-_14627/132ra212vb","lat- 14627","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._10764/2r292v","lat. 10764","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._11523/133","lat. 11523","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._11684/1r218r","lat. 11684","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._12277/52r58v","lat. 12277","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._12597/157r171v","lat. 12597","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._12943/90r96r","lat. 12943","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._13959/1r207v","lat. 13959","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._14359/44r79r","lat. 14359","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._14703/172v177r","lat. 14703","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._14797/19r21v","lat. 14797","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._15038/172v174v","lat. 15038","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._15076/1r22v","lat. 15076","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._15076_iii/88r101v","lat. 15076 III","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._15077/1r34r","lat. 15077","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._15184/189","lat. 15184","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._1616/307r380r","lat. 1616","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._16331/163v170v","lat. 16331","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._16879/1r272v","lat. 16879","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._17177/1r2v","lat. 17177","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._17177/37r37v","lat. 17177","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._17542/1v135v","lat. 17542","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._1761/101r106r","lat. 1761","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._17800/1r44v","lat. 17800","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._17802/7","lat. 17802","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._18108/107r109v","lat. 18108","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._1827/280r282v","lat. 1827","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._2024/41r42r","lat. 2024","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._2321/135v143v","lat. 2321","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._2333_a/134r147r","lat. 2333 A","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._2384/140v141v","lat. 2384","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._2420/1r121r","lat. 2420","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._2444/51r67r","lat. 2444","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._2845/15r134r","lat. 2845","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._3088/52r61v","lat. 3088","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._3123/159r170r","lat. 3123","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._3784/103r108v","lat. 3784","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._4794/1r30v","lat. 4794","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._4801/1r124r","lat. 4801","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._4802/1r123r","lat. 4802","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._4803/1r105r","lat. 4803","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._4804/2r153v","lat. 4804","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._4805/1r130r","lat. 4805","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._4806/25r40r","lat. 4806","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._4823/380","lat. 4823","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._4824/381","lat. 4824","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._4825/382","lat. 4825","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._4887/80v88v","lat. 4887","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._4998/39r41r","lat. 4998","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._4999_a/86r92r","lat. 4999 A","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._5137/3v7v","lat. 5137","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._5284/183r194v","lat. 5284","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._5348/10r25v","lat. 5348","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._5371/23v35r","lat. 5371","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._5572/112v132v","lat. 5572","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._5692/1r60v","lat. 5692","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._5825a/1r102v","lat. 5825A","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._5825b/1r76v","lat. 5825B","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._6041a/132v143v","lat. 6041a","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._6224/21","lat. 6224","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._6488/1r119r","lat. 6488","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._6489/1r145r","lat. 6489","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._6490/1r158v","lat. 6490","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._6491/1r147v","lat. 6491","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._6492/1r218r","lat. 6492","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._6492a/2r31v","lat. 6492A","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._652/60v181r","lat. 652","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._6703/3r381r","lat. 6703","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._6704/1r408r","lat. 6704","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._6781/17r220v","lat. 6781","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._755/249v253r","lat. 755","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._7608/1r187v","lat. 7608","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._8834/1r110r","lat. 8834","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._9661/37r50v","lat. 9661","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._9664/2r34v","lat. 9664","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._nouv._acq._2383/384","lat. nouv. acq. 2383","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/lat._nouv._acq._76/383","lat. nouv. acq. 76","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/n.a._lat._1606/20v39v","n.a. lat. 1606","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/n.a._lat._2381/21r21v","n.a. lat. 2381","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/nouv._acq._lat._1768/1r21v","nouv. acq. lat. 1768","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/paris/bibliothquenationaledefrance/suppl._gr._1184/402","suppl. gr. 1184","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/trier/bistumsarchiv/abt._95,_133c/102r118r","Abt. 95, 133c","Bistumsarchiv"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/_laud_misc._410_(s.c._1071)/40v68r"," Laud misc. 410 (S.C. 1071)","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/160/46v53r","160","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/175/85v87r","175","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/297/66r70r","297","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/382/48v54r","382","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/cannonic._misc._117/1r140v","Cannonic. misc. 117","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/canon._miscell._220/36v30r","Canon. Miscell. 220","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/canon._misc._166/234r235v","Canon. misc. 166","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/canon._misc._172_(s.c._19648)/234r238r","Canon. misc. 172 (S.C. 19648)","Bodleian Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/bodleianlibrary/canon._misc._378_(s.c._19854)/47r62v","Canon. misc. 378 (S.C. 19854)","Bodleian Library"
