"manuscript","signature","library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/rawlinson_b._483_(s.c._11830)/1-36","Rawlinson B. 483 (S.C. 11830)","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/511_(s.c._2179)/1-90","511 (S.C. 2179)","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/peterhouse/177_(1.8.1)/1r-16r","177 (1.8.1)","Peterhouse"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/add._34762/2r-71v","Add. 34762","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/londra/college_of_arms/418/5r-16v","418","College of Arms"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/add._33991/3r-26r","Add. 33991","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/gonville_and_caius_college/290/682/684-693","290/682","Gonville and Caius College"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/cotton_faustina_c_iv/1-55","Cotton Faustina C IV","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/douai/douai,_bibliothèque_marceline_desbordes-valmore_(olim_bibliothèque_municipale)/887/48r-105r","887","Douai, Bibliothèque Marceline Desbordes-Valmore (olim Bibliothèque Municipale)"
"https://imagoarchive.it/ontology/resources/manuscript/dublino/trinity_college/574/124r-208v","574","Trinity College"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._4846/1r-62v","lat. 4846","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/royal_13.a.xiv/10v-58v","Royal 13.A.XIV","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/_rawl._b._188/1r-37v"," Rawl. B. 188","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/dublino/national_library_of_ireland/700/1r-48v","700","National Library of Ireland"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._4126/49r-96v","lat. 4126","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/harley_4003/3r–37r","Harley 4003","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/trinity_college_archives,_university_of_cambridge/r.7.11_(749)/72r-76r","R.7.11 (749)","Trinity College Archives, University of Cambridge"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/1111/1r-27r","1111","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/laud_misc._720_(s.c._1062)/134v-244r","Laud misc. 720 (S.C. 1062)","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/maria_saal/__maria_saal,_stiftsbibliothek/10/172r-188r","10","  Maria Saal, Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/admont/__admont,_bibliothek_des_benediktinerstifts/583/52r-75v","583","  Admont, Bibliothek des Benediktinerstifts"
"https://imagoarchive.it/ontology/resources/manuscript/ulm/stadtarchiv_neu-ulm/19555_1-3_(olim_6718)/volume_iii","19555 1-3 (olim 6718)","Stadtarchiv Neu-Ulm"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_di_stato_di_berlino/preußischer_kulturbesitz,_lat._4°_466_i/1r-23v","Preußischer Kulturbesitz, lat. 4° 466 I","Biblioteca di Stato di Berlino"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._6225/154r-161v","lat. 6225","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/torino/biblioteca_nazionale_universitaria_di_torino/_h.ii.33_(clvi.e_iv.17)/235r-246r"," H.II.33 (CLVI.e IV.17)","Biblioteca nazionale universitaria di Torino"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._3343/80v-85v","lat. 3343","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/wolfenbüttel/herzog_august_bibliothek/weiss._40_(4124)/73v-94v","Weiss. 40 (4124)","Herzog August Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wolfenbüttel/herzog_august_bibliothek/weiss._41_(4125)_iii/160v-179r","Weiss. 41 (4125) III","Herzog August Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/pal._lat._971/all","Pal. Lat. 971","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_10291/47v-62r","Clm 10291","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/reims/carnegie_library_of_reims/118_(e_243)/79r-81v","118 (E 243)","Carnegie Library of Reims"
"https://imagoarchive.it/ontology/resources/manuscript/würzburg/university_library_würzburg/m.ch.f._32/25v-60v","M.ch.f. 32","University Library Würzburg"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_medicea_laurenziana/plut._89_sup._68/77v-102v","Plut. 89 sup. 68","Biblioteca Medicea Laurenziana"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/pal._lat._1358/37r-90r","Pal. lat. 1358","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/milano/biblioteca_ambrosiana/trotti_500/89r-129r","Trotti 500","Biblioteca Ambrosiana"
"https://imagoarchive.it/ontology/resources/manuscript/berna/berna,_burgerbibliothek/111/1r-12v","111","Berna, Burgerbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._12277/44r-52r","lat. 12277","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/munster/__münster,_universitäts-und_landesbibliothek/_22_(214)_(+)/82r-92v"," 22 (214) (+)","  Münster, Universitäts-und Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/reg._lat._1477/_1r-71v","reg. lat. 1477","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/trento/biblioteca_comunale_di_trento/w3102/36v-51r","w3102","Biblioteca comunale di Trento"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._4226/74r-87v","lat. 4226","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/_lat._11684/218r-221v"," lat. 11684","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/lilienfeld/lilienfeld,_stiftsbibliothek/101/125r-142v","101","Lilienfeld, Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/glasgow/glasgow_university_library/hunter_396/1r-52r","Hunter 396","Glasgow University Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/lincoln_college/_lat._96/124r-127v"," lat. 96","Lincoln College"
"https://imagoarchive.it/ontology/resources/manuscript/budapest/biblioteca_nazionale_széchényi/lat._405/80r-103v","lat. 405","Biblioteca Nazionale Széchényi"
"https://imagoarchive.it/ontology/resources/manuscript/lisbona/biblioteca_da_ajuda/52-xiv-9/70v-75v","52-XIV-9","Biblioteca da Ajuda"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/harley_108/45r-62r","Harley 108","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/canonic._misc._131/1r-162v","Canonic. misc. 131","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._6188/65-67","lat. 6188","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_nazionale_centrale_di_firenze/magl._xiii.16/88r-_(fragmentum)","Magl. XIII.16","Biblioteca Nazionale Centrale di Firenze"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._1750/158r-158v","lat. 1750","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/milano/biblioteca_ambrosiana/h_56_sup._/3r-41v","H 56 sup. ","Biblioteca Ambrosiana"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/cod._3389/1r-21r","Cod. 3389","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/venezia/biblioteca_nazionale_marciana/lat_x,_88/37r-50v","Lat X, 88","Biblioteca nazionale Marciana"
"https://imagoarchive.it/ontology/resources/manuscript/liegi/università_di_liegi/243_(720)/1-6","243 (720)","Università di Liegi"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/vat._lat._1110/141v-142r","Vat. Lat. 1110","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/modena/biblioteca_estense_universitaria_di_modena/lat._699_(alfa.w.8.14)/174r-203r","lat. 699 (alfa.W.8.14)","Biblioteca estense universitaria di Modena"
"https://imagoarchive.it/ontology/resources/manuscript/utrecht/università_di_utrecht/737_(5.b.2)/175v-191r","737 (5.B.2)","Università di Utrecht"
"https://imagoarchive.it/ontology/resources/manuscript/treviri/municipal_library_trier/hs._1143/445_8°_(414)/281r-293v","Hs. 1143/445 8° (414)","Municipal Library Trier"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/3359/165r-179v","3359","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._4847/1r-7v","lat. 4847","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/praga/národní_knihovna_ceské_republiky/xiv.c.16_(2483)/31r-56v","XIV.C.16 (2483)","Národní Knihovna Ceské Republiky"
"https://imagoarchive.it/ontology/resources/manuscript/klosterneuburg/klosterneuburg,_bibliothek_des_augustiner_chorherrenstiftes/722a/156v-178v","722A","Klosterneuburg, Bibliothek des Augustiner Chorherrenstiftes"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/egerton_818/1r-50v","Egerton 818","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/corpus_christi_college/ms_393_/72v-83r","ms 393 ","Corpus Christi College"
"https://imagoarchive.it/ontology/resources/manuscript/praga/praga,_knihovna_metropolitní_kapituly_/a._cvi._2_(200)/324r-350v","A. CVI. 2 (200)","Praga, Knihovna Metropolitní Kapituly "
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/corpus_christi_college/ms._66-a/_67r-110r","Ms. 66-A","Corpus Christi College"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/pal._lat._1993/1r-27v","Pal. lat. 1993","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/pavia/comune_di_pavia._biblioteca_civica_carlo_bonetta._archivio_storico_civico,_pavia_(pv)/ii-11/1r-19r","II-11","Comune di Pavia. Biblioteca civica Carlo Bonetta. Archivio storico civico, Pavia (PV)"
"https://imagoarchive.it/ontology/resources/manuscript/stoccarda/__stuttgart,_württembergische_landesbibliothek/hb.i.20/98v-114v","HB.I.20","  Stuttgart, Württembergische Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/göttweig/göttweig,_stiftsbibliothek/64_(78)/166v","64 (78)","Göttweig, Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/weimar/thüringisches_hauptstaatsarchiv_weimar/4°_51/67v,_69r,_76v-77r","4° 51","Thüringisches Hauptstaatsarchiv Weimar"
"https://imagoarchive.it/ontology/resources/manuscript/basilea/public_library_of_the_university_of_basel,_collections/b_iv_20/1r-2r","B IV 20","public library of the University of Basel, Collections"
"https://imagoarchive.it/ontology/resources/manuscript/wolfenbüttel/herzog_august_bibliothek/_weiss._41_(4125)/225r-236v"," Weiss. 41 (4125)","Herzog August Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/pistoia/archivio_di_stato_di_pistoia/documenti_vari_27/1r-207r","Documenti Vari 27","Archivio di Stato di Pistoia"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/barb._lat._1952/146r-169v","Barb. lat. 1952","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/harley_3589/74r-143v","Harley 3589","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_statale_berlinese_-_patrimonio_culturale_prussiano/lat._qu._686/158v-160r","lat. qu. 686","Biblioteca statale berlinese - Patrimonio culturale prussiano"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_statale_berlinese_-_patrimonio_culturale_prussiano/lat._fol._179/73r-136v","lat. fol. 179","Biblioteca statale berlinese - Patrimonio culturale prussiano"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/rawlinson_b.188/73r-97v","Rawlinson B.188","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/berna/berna,_burgerbibliothek/582/76r-96v","582","Berna, Burgerbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_8485/76v-92r","Clm 8485","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/madrid/biblioteca_nazionale_di_spagna/13118/101r-144v","13118","Biblioteca nazionale di Spagna"
"https://imagoarchive.it/ontology/resources/manuscript/sydney/university_of_sydney_library/nicholson_22/_1r-148v","Nicholson 22","University of Sydney Library"
"https://imagoarchive.it/ontology/resources/manuscript/madrid/biblioteca_nazionale_di_spagna/8828/1r-15v","8828","Biblioteca nazionale di Spagna"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/chig._i.vii.247/all","Chig. I.VII.247","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/milano/biblioteca_ambrosiana/h_188_inf._/80r-91v","H 188 inf. ","Biblioteca Ambrosiana"
"https://imagoarchive.it/ontology/resources/manuscript/kiel/kiel_university_library/bord._5b/329r-349v","Bord. 5b","Kiel University Library"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/vat._lat._5256/59r-78rv","Vat. lat. 5256","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/ferrara/biblioteca_comunale_ariostea/ii,_175/99r-169v:","II, 175","Biblioteca comunale Ariostea"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/_cotton_faustina_a_vii/157r-163v"," Cotton Faustina A VII","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/vat._lat._629/11r-14r","Vat. lat. 629","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/vercelli/museo_leone/38_h_/4v-39v","38 H ","Museo Leone"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/n.a._lat._288/1r-45r","n.a. lat. 288","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/bodl._750_(s.c._2661)/119","Bodl. 750 (S.C. 2661)","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/neuburg/neuburg_a.d._donau,_staatliche_bibliothek/04/hs._inr_10/1-122","04/Hs. INR 10","Neuburg a.d. Donau, Staatliche Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/kaliningrad/kaliningradskaja_oblastnaja_biblioteka/382_(+)/72r-76r","382 (+)","Kaliningradskaja Oblastnaja Biblioteka"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/vat._lat._636/107v-109v","Vat. lat. 636","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._13348/64r-69v","lat. 13348","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/el_escorial/library_of_the_monastery_of_el_escorial/r._ii._18/87r-89v","r. II. 18","Library of the Monastery of El Escorial"
"https://imagoarchive.it/ontology/resources/manuscript/porto/municipal_library/santa_cruz_de_coimbra_8_(30)/177r-178v","Santa Cruz de Coimbra 8 (30)","Municipal library"
